,ID,Gender,words,sents,numbers,unknowns,punctuation
14104,C8.2792,GEN,16,1,0,0,3
14105,C579.568.2,NGEN,72,8,0,0,7
14106,1278686223,NGEN,7,1,0,1,2
14107,C577.292,NGEN,2,1,0,2,0
14108,1245057835035066369,NGEN,40,1,0,0,0
14109,1278706823,NGEN,11,2,1,1,3
14110,C579.607.3,NGEN,3,1,0,0,0
14111,C579.183,NGEN,8,1,0,8,0
14112,C33.221,GEN,14,1,1,0,2
14113,1245987433784565762,GEN,51,3,0,0,4
14114,C575.289,NGEN,6,1,0,0,0
14115,1278696100,NGEN,6,2,0,0,1
14116,C38.499,GEN,4,1,0,0,0
14117,C4.660,GEN,5,1,0,0,0
14118,C579.665,NGEN,16,1,0,0,1
14119,C24.3412,GEN,70,1,0,0,3
14120,C577.357,GEN,35,1,0,28,1
14121,C575.542,NGEN,6,1,0,0,0
14122,C575.589,NGEN,3,1,0,0,0
14123,1278705621,NGEN,5,1,0,0,0
14124,1246064607770394625,NGEN,11,3,0,0,2
14125,facebook_corpus_msr_1176378,NGEN,29,1,1,28,1
14126,C579.5,NGEN,37,5,0,0,6
14127,1278696854,NGEN,18,1,0,0,1
14128,C579.83,NGEN,42,1,0,37,0
14129,facebook_corpus_msr_671910,NGEN,4,1,0,0,0
14130,C575.404,NGEN,2,1,0,1,0
14131,1246102819007946759,NGEN,60,2,0,52,3
14132,1249504229825241088,NGEN,9,1,0,0,0
14133,facebook_corpus_msr_233752,NGEN,52,1,0,43,2
14134,C24.3586,GEN,18,1,0,0,0
14135,1278697060,NGEN,19,2,0,2,1
14136,C36.946,GEN,110,9,0,0,12
14137,C577.330,NGEN,12,3,0,4,7
14138,C579.773,NGEN,10,1,0,0,0
14139,C579.142,NGEN,3,1,0,0,0
14140,1249892991776501761,NGEN,22,1,0,20,0
14141,1252203979867435010,NGEN,15,1,0,0,1
14142,C575.484,NGEN,5,1,0,0,0
14143,1245946374727712769,NGEN,52,1,0,47,2
14144,1245945514622779392,NGEN,29,6,0,0,9
14145,C24.2052,GEN,30,2,0,0,1
14146,C579.641,NGEN,5,1,0,0,0
14147,facebook_corpus_msr_1956031,NGEN,18,1,3,0,1
14148,1278696821,NGEN,5,1,0,4,0
14149,C575.600,NGEN,2,1,0,0,0
14150,C579.269,NGEN,23,1,2,1,0
14151,C7.297.1,GEN,10,1,0,2,0
14152,1245665689513242624,NGEN,44,3,1,33,5
14153,facebook_corpus_msr_731303,NGEN,9,1,0,0,0
14154,1245753034509922304,NGEN,37,1,0,37,1
14155,1245261959714365440,NGEN,27,3,0,0,3
14156,C8.1084,GEN,16,3,0,0,3
14157,C579.339,NGEN,3,1,0,0,0
14158,C38.646.3,GEN,43,2,0,0,9
14159,C36.757.5,GEN,25,1,0,0,1
14160,C579.693,NGEN,2,1,0,0,0
14161,C575.483,NGEN,3,1,0,0,0
14162,C579.584,NGEN,22,1,0,0,0
14163,C577.74,NGEN,1,1,0,0,0
14164,C575.731,NGEN,3,1,0,0,0
14165,C575.32,NGEN,3,1,0,0,1
14166,C577.68.1,NGEN,17,2,0,0,2
14167,1278696559,NGEN,10,1,0,1,0
14168,1247605909536169984,NGEN,51,2,0,45,1
14169,C575.538,NGEN,8,1,0,0,0
14170,facebook_corpus_msr_2041541,NGEN,13,2,0,0,3
14171,facebook_corpus_msr_654918,NGEN,14,1,0,0,1
14172,C577.41,NGEN,16,1,0,0,1
14173,facebook_corpus_msr_809593,NGEN,65,8,1,0,8
14174,1278707130,NGEN,20,1,0,0,4
14175,C575.91,NGEN,21,2,0,0,1
14176,C36.725,GEN,18,7,0,2,6
14177,facebook_corpus_msr_465972,NGEN,16,3,0,0,10
14178,1245542457929895936,NGEN,5,2,0,0,1
14179,1246804471373377536,NGEN,37,1,3,38,4
14180,1278706684,NGEN,6,1,0,0,0
14181,1246022034452295683,NGEN,18,4,0,0,3
14182,1246051900283207681,NGEN,42,1,0,34,2
14183,C575.296,NGEN,3,1,0,0,0
14184,C577.314,NGEN,9,1,0,9,0
14185,C8.13573,GEN,119,9,0,3,9
14186,C4.806,GEN,9,1,0,5,0
14187,C575.394,GEN,32,3,1,0,3
14188,1278706559,NGEN,16,1,0,0,0
14189,1245178235169710081,NGEN,32,3,0,0,2
14190,C575.623,NGEN,14,1,0,12,0
14191,1245761774327980033,NGEN,54,4,0,33,4
14192,C579.37,NGEN,61,1,0,51,0
14193,1245347476795559936,NGEN,38,3,0,0,12
14194,facebook_corpus_msr_1805589,NGEN,5,1,0,0,0
14195,C8.3999,GEN,7,2,0,0,1
14196,1278696658,NGEN,22,1,0,0,6
14197,1245758731796660224,NGEN,12,3,0,0,2
14198,1278697166,NGEN,16,3,0,0,4
14199,C577.23,NGEN,8,1,0,0,0
14200,C577.198,GEN,20,1,0,0,0
14201,facebook_corpus_msr_1805716,NGEN,28,1,0,0,2
14202,C575.314,NGEN,90,1,0,80,3
14203,facebook_corpus_msr_1360491,NGEN,21,1,0,0,1
14204,1246058970352996352,NGEN,18,3,0,0,2
14205,C575.120,NGEN,5,1,0,0,0
14206,C579.469,NGEN,11,1,0,0,1
14207,C575.385,NGEN,8,1,0,0,0
14208,C575.100,NGEN,2,1,0,0,0
14209,C59.479,GEN,2,1,0,0,0
14210,C10.1019,GEN,16,3,0,0,2
14211,1278686419,NGEN,15,1,0,0,2
14212,C579.250,NGEN,34,3,1,0,4
14213,1245761225528446976,NGEN,30,2,0,2,2
14214,1245619540219715585,NGEN,45,1,0,35,2
14215,C579.429,NGEN,10,1,0,0,0
14216,facebook_corpus_msr_325601,NGEN,163,7,0,0,23
14217,C577.299.1,NGEN,8,1,0,0,0
14218,C575.486,NGEN,5,1,0,0,0
14219,C8.5634,GEN,16,1,0,0,2
14220,C577.48,GEN,20,4,0,0,2
14221,1245212531141914625,NGEN,20,2,0,0,1
14222,1278696974,NGEN,24,1,1,1,6
14223,1245892950879428608,NGEN,33,1,0,32,2
14224,C579.688,NGEN,16,2,0,0,1
14225,C577.161,GEN,92,1,0,80,3
14226,C4.2216.1,GEN,5,1,0,0,0
14227,C579.759,NGEN,4,1,0,0,0
14228,facebook_corpus_msr_233613,NGEN,32,4,0,34,4
14229,C575.84,NGEN,1,1,0,0,0
14230,1278697025,NGEN,15,3,0,1,2
14231,C8.2212,GEN,5,1,0,2,3
14232,1278696535,NGEN,14,1,0,0,3
14233,1255827479840710657,NGEN,21,4,0,0,3
14234,C575.355,NGEN,7,1,0,0,0
14235,C575.224,NGEN,32,1,0,28,1
14236,C8.2417,GEN,8,1,0,81,0
14237,C10.116,GEN,22,2,0,0,2
14238,1245607625166704642,NGEN,56,1,0,54,2
14239,C579.610,NGEN,17,1,0,0,0
14240,1245993117670461440,NGEN,8,1,0,0,0
14241,C575.637,GEN,11,1,0,0,0
14242,1278695946,NGEN,8,1,0,0,1
14243,1278697186,NGEN,7,1,1,2,0
14244,C36.696,GEN,13,1,0,0,2
14245,C575.21,NGEN,23,4,0,0,5
14246,1245621367346622464,NGEN,13,3,0,0,2
14247,facebook_corpus_msr_654945,NGEN,2,1,0,0,0
14248,C7.347,GEN,4,1,0,0,0
14249,1278696288,NGEN,9,3,0,3,3
14250,1245334152783618051,NGEN,17,2,0,16,1
14251,C579.297.1,NGEN,4,1,0,0,0
14252,1245404556571242496,NGEN,36,1,0,32,0
14253,C577.316,NGEN,119,1,1,104,2
14254,1254279075448815616,NGEN,16,1,0,0,0
14255,facebook_corpus_msr_233808,NGEN,26,1,0,0,1
14256,C579.185,NGEN,7,1,0,0,0
14257,facebook_corpus_msr_1805338,NGEN,3,2,0,0,1
14258,facebook_corpus_msr_1226706,NGEN,42,4,0,0,4
14259,1248590754106077184,NGEN,14,4,0,1,5
14260,1245723182922752005,NGEN,36,4,1,0,8
14261,facebook_corpus_msr_32276,NGEN,16,1,0,0,4
14262,C575.695.1,NGEN,1,1,0,0,0
14263,1278706712,NGEN,7,1,4,0,4
14264,1245980923041988609,NGEN,16,3,0,0,2
14265,C24.1989,GEN,34,4,0,0,6
14266,C579.21,NGEN,16,1,0,0,0
14267,C38.164,GEN,12,1,0,2,4
14268,1246063071962910720,NGEN,26,3,0,23,3
14269,C575.615,NGEN,26,2,0,0,1
14270,C579.99,NGEN,7,1,0,0,0
14271,C577.70,NGEN,29,2,0,0,3
14272,C25.454,GEN,17,1,0,2,2
14273,1245773415727824897,GEN,27,2,0,28,2
14274,1245770432705228800,NGEN,33,3,0,0,3
14275,1278695938,NGEN,12,3,0,1,5
14276,C7.2417.1,GEN,14,1,0,0,1
14277,C579.507,GEN,53,3,0,0,10
14278,1244976928060129280,NGEN,13,1,0,11,0
14279,C579.218,NGEN,3,1,0,1,0
14280,C35.78,GEN,33,3,0,0,6
14281,C577.185,NGEN,4,1,0,0,0
14282,1278706811,NGEN,10,3,0,0,2
14283,C579.775,NGEN,5,1,0,0,0
14284,C575.312,NGEN,6,1,0,0,0
14285,1245317564617625600,GEN,34,1,0,36,1
14286,1250640801740226561,NGEN,8,2,4,0,3
14287,facebook_corpus_msr_1987973,NGEN,3,1,0,0,0
14288,C577.254,NGEN,3,1,0,3,2
14289,1246195403956965376,NGEN,18,1,0,0,0
14290,C579.769,GEN,18,1,0,0,1
14291,C579.436,NGEN,13,1,0,0,0
14292,facebook_corpus_msr_1805037,NGEN,10,1,0,0,2
14293,C36.1016,GEN,51,1,0,49,0
14294,1278697205,NGEN,10,1,0,0,1
14295,1392438700269731840,NGEN,6,1,1,4,0
14296,C579.754.1,NGEN,8,1,0,5,0
14297,1245588836798722049,NGEN,85,2,0,66,5
14298,1278706414,NGEN,21,1,0,0,4
14299,1245560229908992000,NGEN,19,1,0,0,2
14300,1245246969108295681,NGEN,56,1,0,43,0
14301,C24.352,GEN,7,1,0,0,0
14302,C575.467,NGEN,2,1,0,0,0
14303,1245361160724942848,NGEN,34,3,0,0,5
14304,facebook_corpus_msr_809792,NGEN,2,1,0,0,0
14305,C575.654,NGEN,0,1,0,0,0
14306,C575.771,NGEN,17,1,0,13,0
14307,1278686127,NGEN,22,3,0,0,5
14308,1247544473548025857,NGEN,5,2,0,0,1
14309,1245656693075095554,NGEN,20,3,0,0,2
14310,C579.8,NGEN,16,1,0,17,0
14311,C8.375,GEN,15,1,0,0,1
14312,C579.686,NGEN,4,1,0,4,0
14313,1246267423260438529,NGEN,6,2,0,4,4
14314,C35.84,GEN,90,6,1,0,15
14315,facebook_corpus_msr_492,NGEN,12,1,0,0,0
14316,C579.548.5,NGEN,17,1,0,6,1
14317,1245997180634009601,NGEN,12,1,0,0,1
14318,C575.773,NGEN,4,1,0,0,0
14319,1245026507292135424,NGEN,24,2,2,0,1
14320,C579.241,NGEN,19,1,0,0,1
14321,1245011514752487426,NGEN,50,2,0,43,2
14322,C7.1949,GEN,16,2,0,0,5
14323,1249150675788935168,NGEN,9,3,0,0,2
14324,1245757050107203584,NGEN,23,2,0,21,1
14325,1278696339,NGEN,5,1,0,0,1
14326,C579.506,NGEN,7,1,0,4,0
14327,1243081468689014784,NGEN,13,2,0,0,1
14328,C577.196,NGEN,3,1,0,1,0
14329,C40.59.3,GEN,48,1,0,0,5
14330,C579.587,NGEN,2,1,0,0,0
14331,C33.444,GEN,41,7,0,0,8
14332,C579.408,NGEN,8,1,0,9,0
14333,1278696480,NGEN,10,2,1,2,1
14334,C579.608,NGEN,24,1,0,0,0
14335,1245406628565749760,NGEN,9,2,0,2,1
14336,C579.526,NGEN,11,1,0,0,0
14337,C579.407.4,NGEN,1,1,0,1,0
14338,facebook_corpus_msr_1736993,NGEN,22,7,0,0,6
14339,facebook_corpus_msr_656190,NGEN,8,3,0,0,2
14340,1245665558634172418,GEN,16,1,0,0,0
14341,C579.325,NGEN,3,1,0,0,0
14342,1249338041086488576,NGEN,54,1,0,44,0
14343,1278706459,NGEN,19,4,0,0,4
14344,C24.1497,GEN,8,1,0,0,0
14345,C7.1748,GEN,8,1,0,0,0
14346,C575.456,NGEN,63,1,0,58,0
14347,C9.322.3,GEN,16,3,0,0,3
14348,C7.1013,GEN,5,1,0,0,0
14349,facebook_corpus_msr_1450804,NGEN,136,1,0,111,4
14350,facebook_corpus_msr_696681,NGEN,0,1,1,0,0
14351,C577.323,NGEN,13,1,0,3,0
14352,facebook_corpus_msr_671852,NGEN,3,1,0,1,0
14353,facebook_corpus_msr_1804856,NGEN,5,1,0,0,0
14354,C579.261,NGEN,9,1,0,0,1
14355,1259018850575638530,NGEN,52,1,0,44,2
14356,1244900577638625280,NGEN,2,1,0,0,0
14357,facebook_corpus_msr_2111297,NGEN,28,1,0,0,0
14358,C33.537,GEN,35,1,1,35,0
14359,1278696101,NGEN,5,3,0,1,4
14360,C575.580,NGEN,3,1,0,0,0
14361,1278707080,NGEN,9,1,0,0,0
14362,C575.17,NGEN,5,1,0,0,0
14363,C7.2208,GEN,13,1,1,0,0
14364,1245672666859618304,NGEN,45,1,2,38,5
14365,C36.859.1,GEN,3,1,0,0,0
14366,C579.710.2,NGEN,72,1,0,0,0
14367,facebook_corpus_msr_221570,NGEN,23,2,0,0,2
14368,C8.3476,GEN,5,1,0,0,1
14369,facebook_corpus_msr_809526,NGEN,23,1,0,17,3
14370,C579.495,NGEN,6,1,0,0,0
14371,1245778089486856192,NGEN,11,5,0,0,4
14372,1278686265,NGEN,16,1,0,0,2
14373,C9.244,GEN,38,7,0,0,8
14374,1245560099218866183,NGEN,45,1,1,39,5
14375,C575.260,NGEN,111,1,1,95,1
14376,C575.737,NGEN,14,1,0,12,0
14377,1246515922635878400,GEN,17,4,0,0,3
14378,facebook_corpus_msr_656219,NGEN,69,1,0,0,3
14379,C36.291,GEN,41,1,0,34,2
14380,C579.331.2,NGEN,1,1,0,0,0
14381,C579.382,NGEN,2,1,0,0,0
14382,C10.91,GEN,3,1,0,0,5
14383,1248919459097481216,NGEN,6,1,0,9,0
14384,1246315642644398081,NGEN,38,1,0,33,2
14385,C579.73,NGEN,1,1,0,0,0
14386,C577.336,NGEN,17,1,0,0,2
14387,1278696349,NGEN,26,1,0,1,3
14388,1278697159,NGEN,12,1,0,0,3
14389,1278696245,NGEN,13,4,2,0,8
14390,C575.423,NGEN,6,1,0,0,0
14391,1278697221,NGEN,16,2,0,0,4
14392,facebook_corpus_msr_584572,NGEN,11,1,0,0,0
14393,1245188206829527040,NGEN,56,1,0,45,3
14394,C4.2130.3,GEN,8,1,1,0,0
14395,facebook_corpus_msr_233777,NGEN,17,2,0,0,2
14396,C4.849,GEN,10,1,0,0,1
14397,C7.2417.3,GEN,23,1,0,0,2
14398,facebook_corpus_msr_233560,NGEN,27,1,0,0,1
14399,C575.330,GEN,5,1,0,0,0
14400,C577.332,NGEN,31,4,0,1,4
14401,C61.412,GEN,4,1,0,0,0
14402,C579.570,NGEN,19,1,0,0,1
14403,facebook_corpus_msr_669061,NGEN,44,1,4,36,9
14404,C575.208,NGEN,23,1,0,0,0
14405,C7.322,GEN,5,1,0,0,0
14406,1278686040,NGEN,5,1,0,0,0
14407,C579.195,NGEN,39,1,0,0,0
14408,1246900823164149765,NGEN,12,2,0,1,1
14409,1278707415,NGEN,5,1,0,0,3
14410,C43.95,GEN,5,1,0,1,0
14411,facebook_corpus_msr_1610606,NGEN,7,1,1,0,1
14412,C579.687,NGEN,6,1,0,0,0
14413,C575.402,NGEN,60,9,0,0,9
14414,1278707164,NGEN,4,3,0,0,5
14415,1278696207,NGEN,7,1,0,0,0
14416,C579.568.5,NGEN,22,1,0,0,2
14417,1245619974682447873,NGEN,37,1,1,30,2
14418,1245302358143381504,NGEN,7,2,0,0,1
14419,1247195339058073602,NGEN,15,4,0,0,3
14420,1245842250501771266,NGEN,29,1,0,28,0
14421,1278705595,NGEN,11,1,0,0,2
14422,C9.106,GEN,9,1,0,0,0
14423,C575.33,NGEN,4,1,0,0,0
14424,C575.414,NGEN,3,1,0,0,0
14425,C577.50.4,GEN,237,1,2,203,0
14426,C575.555,NGEN,2,1,0,0,0
14427,C577.59,NGEN,172,1,2,0,69
14428,C579.747,NGEN,3,1,0,0,0
14429,facebook_corpus_msr_1788859,NGEN,26,2,0,0,3
14430,C10.898,GEN,12,1,0,0,0
14431,1278686798,NGEN,7,1,0,0,0
14432,facebook_corpus_msr_710049,NGEN,11,1,0,0,0
14433,C577.137,GEN,88,6,0,75,1
14434,C575.609,NGEN,13,1,0,12,0
14435,1246814689264144384,NGEN,19,1,0,20,0
14436,facebook_corpus_msr_484060,NGEN,3,1,0,1,0
14437,C575.765.5,NGEN,65,2,2,0,8
14438,1246460897217794048,NGEN,24,1,0,22,0
14439,facebook_corpus_msr_1318953,NGEN,48,1,0,0,0
14440,C8.3075,GEN,67,5,0,0,7
14441,C575.154,NGEN,4,1,0,0,0
14442,1246047447396352000,NGEN,12,2,0,0,2
14443,C24.1451,GEN,5,1,0,0,0
14444,C575.732,NGEN,2,1,0,0,0
14445,C38.413,GEN,23,2,0,0,1
14446,C575.182,NGEN,12,1,0,0,0
14447,C579.764,NGEN,6,1,0,0,1
14448,C41.324,GEN,28,1,0,0,1
14449,C575.474,NGEN,1,1,0,0,0
14450,1254303503389843456,NGEN,27,1,0,21,4
14451,C7.2273,GEN,2,1,2,0,1
14452,C24.1257,GEN,17,2,0,0,1
14453,facebook_corpus_msr_325591,NGEN,6,1,0,0,0
14454,1246072607360745479,NGEN,35,3,0,0,3
14455,C575.228,NGEN,9,1,0,0,0
14456,1245763364397019136,NGEN,25,3,0,0,4
14457,C579.648,NGEN,11,1,0,0,0
14458,C575.219,NGEN,31,6,0,0,6
14459,1246392898956001280,NGEN,10,2,0,0,1
14460,1251752029011103745,NGEN,12,2,0,0,2
14461,facebook_corpus_msr_1775224,NGEN,5,1,0,0,0
14462,facebook_corpus_msr_1805436,NGEN,7,1,0,0,1
14463,C575.341,NGEN,35,1,0,32,0
14464,C575.664,NGEN,2,1,0,0,0
14465,C579.264,NGEN,4,1,0,3,0
14466,1248151612461203457,NGEN,1,3,0,0,2
14467,1245627499083513857,NGEN,33,4,0,28,4
14468,1246102223907467264,NGEN,75,1,0,74,1
14469,C579.781.3,NGEN,57,2,1,0,2
14470,1245410530434531329,NGEN,57,1,0,57,4
14471,1245260727520096258,GEN,35,1,0,37,0
14472,1246434154821996546,NGEN,26,5,0,0,5
14473,1278706857,NGEN,9,2,0,0,1
14474,C575.66,NGEN,157,1,0,136,0
14475,C575.567,NGEN,2,1,0,0,0
14476,C579.106,NGEN,13,2,0,0,2
14477,C24.4735.2,GEN,11,3,0,0,2
14478,C575.633,NGEN,36,1,0,0,0
14479,C7.1066.1,GEN,13,1,0,0,0
14480,facebook_corpus_msr_233858,NGEN,21,1,1,0,0
14481,1244957899991875585,NGEN,31,9,0,0,9
14482,C7.1094,GEN,276,9,4,0,16
14483,1278696861,NGEN,7,1,4,0,6
14484,1245583747849715712,GEN,21,1,0,23,0
14485,1245314204170518530,NGEN,57,2,0,41,2
14486,1278696397,NGEN,21,1,0,0,4
14487,1246386260438134787,NGEN,23,1,0,0,2
14488,1246674554413445122,NGEN,32,1,0,26,0
14489,facebook_corpus_msr_809654,NGEN,163,2,0,125,6
14490,C579.550.1,NGEN,21,1,0,0,1
14491,1246324207752859648,NGEN,19,1,0,0,0
14492,1245592511222972416,NGEN,71,1,0,64,2
14493,C577.273,NGEN,16,1,0,12,3
14494,C577.116,NGEN,9,1,1,4,1
14495,1278686184,NGEN,20,1,0,0,3
14496,1245536430551515136,NGEN,15,2,0,0,3
14497,1251377995962556418,NGEN,10,3,0,0,2
14498,C579.771,GEN,8,1,0,0,0
14499,facebook_corpus_msr_233513,NGEN,17,2,2,0,2
14500,C579.258.4,NGEN,3,1,0,0,0
14501,1278707139,NGEN,10,1,2,1,5
14502,1278687095,NGEN,8,1,3,0,3
14503,C577.44,NGEN,7,1,0,3,0
14504,C579.421,NGEN,3,1,0,0,0
14505,1246022386190704640,NGEN,24,2,0,0,1
14506,1278705604,NGEN,6,1,0,0,2
14507,C577.333,NGEN,5,1,0,0,0
14508,C575.242,NGEN,7,1,0,0,0
14509,1278696959,NGEN,16,1,0,0,4
14510,C579.186,NGEN,13,1,0,0,0
14511,C579.155.1,NGEN,8,1,0,0,0
14512,C8.4676,GEN,14,2,1,0,2
14513,C8.2699,GEN,6,1,0,0,1
14514,1248185022160318464,NGEN,39,4,1,0,6
14515,1244977370018107392,NGEN,29,1,0,37,1
14516,C575.113,NGEN,10,1,0,0,0
14517,facebook_corpus_msr_233527,NGEN,33,2,0,0,1
14518,1245805546554281989,NGEN,15,6,0,0,6
14519,1278705636,NGEN,9,2,0,0,3
14520,1278707072,NGEN,29,1,0,0,7
14521,C575.581,NGEN,8,1,0,0,0
14522,C40.87,GEN,79,3,0,0,3
14523,C3.301,GEN,49,2,0,0,3
14524,C579.11,NGEN,5,2,0,6,1
14525,facebook_corpus_msr_26262,NGEN,9,1,0,0,1
14526,C38.29,GEN,99,8,0,0,17
14527,C577.50,GEN,64,1,0,61,0
14528,1245048328594718722,NGEN,10,1,0,0,1
14529,facebook_corpus_msr_41718,NGEN,36,7,0,0,7
14530,facebook_corpus_msr_300333,NGEN,5,1,0,0,0
14531,C575.708,NGEN,3,2,0,0,2
14532,C24.3674,GEN,8,1,1,0,0
14533,C577.60,NGEN,0,1,0,0,4
14534,1245727410194022401,NGEN,29,5,0,0,5
14535,1245786226478571520,NGEN,33,2,0,23,1
14536,1278697357,NGEN,5,1,1,0,2
14537,facebook_corpus_msr_1117201,NGEN,18,1,0,15,1
14538,C579.203,NGEN,1,1,0,0,1
14539,C9.173,GEN,41,1,0,4,3
14540,1246136714529103873,NGEN,69,3,0,59,3
14541,C577.18,NGEN,14,2,0,0,1
14542,C579.412,GEN,35,1,0,0,0
14543,C575.381,NGEN,2,1,0,14,0
14544,C7.317,GEN,4,1,0,0,0
14545,1246013252649140224,NGEN,23,5,0,0,11
14546,1247213349189771266,NGEN,27,1,0,28,1
14547,C36.438,GEN,23,1,0,0,0
14548,1245266432247517185,NGEN,85,4,0,76,7
14549,1251924042598227968,NGEN,11,1,0,0,0
14550,C579.357,NGEN,19,1,1,0,0
14551,C579.651,NGEN,2,1,0,2,0
14552,C577.69,NGEN,22,1,0,18,0
14553,facebook_corpus_msr_716079,NGEN,11,1,0,11,0
14554,C575.308,NGEN,3,1,0,1,0
14555,C579.141,NGEN,8,2,0,0,1
14556,C8.4572,GEN,8,1,0,0,0
14557,C575.673.1,NGEN,3,1,0,0,0
14558,1245686169750429696,NGEN,12,1,0,12,0
14559,C4.429,GEN,3,1,0,2,0
14560,1245752701100662785,NGEN,31,2,0,1,4
14561,C10.1347,GEN,21,2,0,0,2
14562,1247199803135516674,NGEN,16,1,0,16,2
14563,C579.712.3,NGEN,3,1,0,0,0
14564,C579.22,NGEN,9,1,0,0,0
14565,C8.4364,GEN,5,1,0,0,0
14566,C4.2130.1,GEN,12,1,0,0,0
14567,C36.1147.3,GEN,15,2,0,0,2
14568,1245422979963478016,NGEN,18,3,0,17,2
14569,facebook_corpus_msr_1805401,NGEN,6,1,0,0,0
14570,C577.33,NGEN,17,1,0,3,0
14571,C579.566,NGEN,10,1,0,6,0
14572,facebook_corpus_msr_1373282,NGEN,10,1,0,0,0
14573,1245932543456628737,NGEN,16,4,0,0,4
14574,C579.689,NGEN,9,1,0,0,2
14575,facebook_corpus_msr_300330,NGEN,4,1,0,0,0
14576,C8.4645,GEN,5,1,0,1,0
14577,facebook_corpus_msr_2111202,NGEN,7,1,0,0,1
14578,C579.70,NGEN,17,1,0,15,0
14579,C575.347,NGEN,10,1,0,0,0
14580,1245883453008216064,NGEN,37,3,0,0,3
14581,1278697181,NGEN,17,1,0,0,6
14582,C575.12,NGEN,5,1,0,0,0
14583,C8.4175,GEN,12,1,0,4,0
14584,C575.648,NGEN,7,1,0,0,0
14585,1239205702339608580,NGEN,22,2,0,0,2
14586,C8.2938,GEN,2,2,0,0,0
14587,C36.818,GEN,196,1,0,152,5
14588,1245943015295741952,NGEN,33,1,0,32,1
14589,C579.480,NGEN,8,1,0,0,0
14590,C4.1942,GEN,13,1,0,1,2
14591,1251785653081174016,NGEN,29,7,0,0,6
14592,1245276145488023553,NGEN,43,1,0,33,1
14593,1245254527923748864,NGEN,13,2,0,0,1
14594,1278686735,NGEN,9,2,0,0,3
14595,C577.179,NGEN,8,1,0,0,0
14596,facebook_corpus_msr_233595,NGEN,50,1,0,41,0
14597,C575.658,NGEN,6,1,0,0,0
14598,C579.395,NGEN,15,1,0,6,0
14599,C575.24,GEN,69,1,1,0,0
14600,C575.703,NGEN,17,2,0,0,4
14601,C32.129,GEN,7,1,0,0,0
14602,1245623489916055553,NGEN,6,3,0,0,2
14603,1278697249,NGEN,23,3,0,0,4
14604,C24.2217,GEN,208,19,0,0,30
14605,C575.741,NGEN,15,1,0,0,0
14606,1278706848,NGEN,9,4,0,0,4
14607,C579.402.1,NGEN,2,1,0,0,0
14608,1249185669865451528,NGEN,49,2,0,44,1
14609,C4.383,GEN,7,1,0,0,0
14610,1246140960943116289,NGEN,4,2,0,29,1
14611,C7.2086,GEN,40,4,0,0,4
14612,C8.6212,GEN,130,15,0,0,21
14613,C579.497,NGEN,9,1,0,0,0
14614,facebook_corpus_msr_956415,NGEN,111,1,0,88,0
14615,C65.240,GEN,7,1,0,0,1
14616,C575.321.1,NGEN,30,1,0,0,0
14617,C575.559,NGEN,7,1,0,0,0
14618,C575.189,NGEN,6,1,0,0,0
14619,C575.167,NGEN,7,3,0,0,3
14620,C579.242,NGEN,26,1,0,0,0
14621,1244997526647787520,NGEN,44,1,0,42,1
14622,C8.2905.5,GEN,6,1,0,0,0
14623,facebook_corpus_msr_1125365,NGEN,88,2,0,71,4
14624,1278705838,NGEN,24,1,0,0,1
14625,C10.1321.2,GEN,5,1,0,0,1
14626,C579.443,NGEN,5,1,0,5,0
14627,1248662944163835904,NGEN,12,2,0,0,2
14628,1245991154161610754,NGEN,20,1,0,21,11
14629,facebook_corpus_msr_1939494,NGEN,5,1,0,0,1
14630,C575.557,NGEN,2,1,0,0,0
14631,C7.1335,GEN,5,1,0,0,0
14632,1245003151523991553,NGEN,80,2,0,70,3
14633,1252504420782239745,NGEN,30,2,0,0,2
14634,1278696543,NGEN,23,1,0,0,0
14635,C579.389,NGEN,2,1,0,0,0
14636,1245684649982136322,NGEN,4,1,0,0,3
14637,C8.3369,GEN,11,4,0,0,4
14638,1254681825374429184,NGEN,32,2,0,26,1
14639,1256433870729129984,GEN,67,1,0,69,0
14640,C10.1088,GEN,12,1,0,0,0
14641,C579.510,NGEN,5,1,0,0,0
14642,C579.568,NGEN,38,1,0,29,0
14643,1278696444,NGEN,22,1,0,0,7
14644,C8.4620,GEN,31,2,0,2,3
14645,C10.714,GEN,39,1,0,0,1
14646,C575.437,NGEN,34,1,0,27,0
14647,C579.239,NGEN,3,1,0,0,0
14648,1245652513581174785,NGEN,9,2,0,0,1
14649,1246083972347473920,NGEN,16,1,0,15,5
14650,1246757431004164096,NGEN,55,1,0,52,0
14651,1251907880841703429,NGEN,10,1,0,0,0
14652,C579.703.1,NGEN,7,1,0,0,0
14653,facebook_corpus_msr_371224,NGEN,1,1,0,0,0
14654,facebook_corpus_msr_656076,GEN,18,1,0,0,0
14655,C579.374,NGEN,4,1,0,0,0
14656,1255222238065934344,NGEN,7,2,0,0,3
14657,C579.163,NGEN,7,1,0,0,0
14658,1278696267,NGEN,10,2,0,0,1
14659,1245762221931548673,NGEN,7,2,0,0,1
14660,1278696429,NGEN,18,2,0,0,2
14661,1246267036335931392,NGEN,46,1,0,36,2
14662,C579.618,NGEN,2,1,0,0,0
14663,C579.597,NGEN,18,1,0,0,2
14664,C579.322.1,NGEN,22,1,0,0,2
14665,C8.301,GEN,89,4,0,0,9
14666,C575.766.1,NGEN,0,1,0,1,0
